2.979341	0.112191	2.951095	0.200352
2.921510	0.189463	2.867221	0.200352
2.837707	0.195497	2.771090	0.200352
2.752882	0.197229	2.684586	0.200352
2.691151	0.196810	2.627271	0.200352
2.660287	0.196000	2.600905	0.200352
2.646392	0.196391	2.589815	0.200352
2.642116	0.192200	2.584038	0.200352
2.638198	0.192815	2.580955	0.200352
2.633261	0.192955	2.579047	0.200352
2.628469	0.192815	2.577030	0.200352
2.626561	0.196782	2.574885	0.200352
2.626603	0.195776	2.573176	0.200352
2.622533	0.195832	2.571393	0.200352
2.623104	0.194491	2.569754	0.200352
2.619089	0.197257	2.568113	0.200352
2.616676	0.198765	2.566278	0.200352
2.615146	0.199855	2.564504	0.200352
2.613741	0.200078	2.562666	0.200352
2.609560	0.203039	2.560658	0.200352
2.608316	0.202984	2.558668	0.200352
2.606401	0.204101	2.556403	0.200352
2.605530	0.204939	2.554214	0.200352
2.602357	0.204632	2.551924	0.200352
2.599711	0.206559	2.549214	0.200352
2.596374	0.209716	2.546271	0.200352
2.595476	0.209157	2.543361	0.200352
2.590859	0.210917	2.540291	0.200352
2.588728	0.213432	2.536730	0.201357
2.584548	0.215918	2.532852	0.203117
2.581338	0.217063	2.528642	0.203871
2.577251	0.219633	2.524065	0.206385
2.572694	0.222651	2.518999	0.211916
2.566852	0.223964	2.513614	0.219457
2.565037	0.227986	2.507783	0.231775
2.556786	0.229970	2.501454	0.240322
2.552716	0.234440	2.494486	0.249623
2.545377	0.237289	2.486652	0.255908
2.538829	0.239189	2.478170	0.264203
2.530211	0.243966	2.468935	0.275264
2.524301	0.247402	2.458867	0.282554
2.514736	0.251509	2.447613	0.287833
2.504128	0.257766	2.435177	0.300402
2.492174	0.262124	2.421699	0.306435
2.480747	0.269499	2.406697	0.309955
2.468770	0.272963	2.390342	0.316742
2.454049	0.278662	2.372381	0.322775
2.437693	0.285814	2.352911	0.330820
2.422458	0.292072	2.332029	0.338361
2.405883	0.297910	2.309575	0.357215
2.386659	0.306822	2.285563	0.367773
2.363719	0.316404	2.260475	0.377577
2.341705	0.325791	2.234215	0.393162
2.318984	0.336406	2.207237	0.404726
2.297227	0.345960	2.179338	0.414781
2.271727	0.353671	2.151906	0.425842
2.246890	0.366885	2.124484	0.437406
2.221081	0.376858	2.096766	0.445450
2.197749	0.385406	2.070018	0.454248
2.175244	0.393228	2.043648	0.457265
2.152552	0.400268	2.019918	0.472097
2.131484	0.410660	1.996580	0.476621
2.106487	0.416639	1.973596	0.484163
2.089884	0.424293	1.952562	0.486174
2.070008	0.429517	1.930540	0.493715
2.049222	0.437144	1.911633	0.497738
2.028680	0.441418	1.890283	0.500000
2.012336	0.448458	1.874000	0.505279
1.996472	0.453905	1.854417	0.508547
1.984142	0.456112	1.838592	0.516340
1.963212	0.462258	1.820933	0.520111
1.947041	0.466812	1.804374	0.520865
1.933209	0.471477	1.788717	0.526395
1.920547	0.472846	1.773275	0.527149
1.903900	0.475975	1.757582	0.528909
1.890172	0.481087	1.742895	0.531171
1.880196	0.485389	1.728832	0.531674
1.861700	0.486619	1.715381	0.534691
1.850924	0.490390	1.700987	0.534942
1.838897	0.494357	1.688795	0.537959
1.823016	0.496927	1.674781	0.537959
1.813275	0.496815	1.661920	0.538210
1.803368	0.501117	1.650320	0.538210
1.791654	0.502095	1.638335	0.538964
1.775433	0.506788	1.627780	0.539970
1.767471	0.507180	1.614731	0.540975
1.758125	0.511007	1.604273	0.542484
1.749809	0.508269	1.594273	0.543238
1.736069	0.514918	1.583864	0.544746
1.729522	0.515896	1.574754	0.543992
1.719125	0.517935	1.564039	0.545500
1.709259	0.517516	1.553806	0.546254
1.696433	0.520310	1.546065	0.547511
1.687207	0.522489	1.535716	0.548517
1.680134	0.524640	1.527998	0.550779
1.669185	0.525981	1.517173	0.551282
1.664686	0.526176	1.510584	0.552288
1.656878	0.527796	1.501427	0.553293
1.646200	0.529501	1.493724	0.555053
1.638978	0.530506	1.485907	0.554550
1.632979	0.533048	1.477838	0.556561
1.626636	0.535646	1.470152	0.559075
1.615023	0.536373	1.462075	0.558824
1.605540	0.538049	1.455721	0.559829
1.598919	0.539613	1.447413	0.559829
1.592344	0.540228	1.441152	0.562594
1.585071	0.541653	1.433771	0.562846
1.580824	0.544251	1.426845	0.564354
1.569942	0.544474	1.421260	0.564605
1.567242	0.545703	1.414479	0.566616
1.557670	0.547380	1.407936	0.568627
1.550754	0.548134	1.400596	0.568879
1.540804	0.548693	1.395012	0.570136
1.536254	0.552101	1.388365	0.570387
1.534231	0.552129	1.382988	0.572147
1.526349	0.553973	1.376411	0.571895
1.519141	0.554252	1.370982	0.573907
1.510612	0.557129	1.364547	0.572398
1.504509	0.558805	1.358490	0.574912
1.497793	0.560370	1.352726	0.577677
1.496701	0.559504	1.348782	0.579940
1.487480	0.560957	1.342742	0.581951
1.485720	0.562493	1.337072	0.582705
1.476456	0.563806	1.331698	0.581951
1.473043	0.564281	1.326512	0.587984
1.465013	0.567968	1.321160	0.585219
1.460289	0.569365	1.316893	0.590246
1.453621	0.570175	1.310854	0.588738
1.447020	0.571880	1.306450	0.591252
1.441987	0.573807	1.301268	0.590498
1.437861	0.573863	1.297385	0.593263
1.435317	0.574841	1.291433	0.594771
1.424874	0.577774	1.287508	0.596280
1.421520	0.577634	1.281450	0.596028
1.417425	0.579199	1.277487	0.597285
1.416796	0.578919	1.273891	0.599548
1.403297	0.582886	1.268299	0.600804
1.406732	0.582272	1.264667	0.603570
1.396074	0.584227	1.260176	0.607340
1.393685	0.585764	1.255393	0.607592
1.388758	0.585121	1.250874	0.607843
1.385634	0.588390	1.245980	0.610608
1.381496	0.588753	1.242840	0.612368
1.371705	0.589926	1.237994	0.611865
1.373701	0.590345	1.233695	0.614379
1.363085	0.593921	1.230668	0.615385
1.358138	0.594815	1.225206	0.615636
1.358634	0.593586	1.220943	0.616390
1.354346	0.593809	1.217095	0.616390
1.342884	0.600346	1.213563	0.617647
1.335843	0.604732	1.209206	0.619658
1.336173	0.600849	1.204521	0.623177
1.330955	0.604593	1.201974	0.625189
1.327522	0.603615	1.198250	0.623680
1.323268	0.605878	1.193481	0.626445
1.319436	0.607135	1.191095	0.628457
1.311719	0.607051	1.186119	0.627702
1.310012	0.607610	1.182479	0.630216
1.300947	0.612191	1.178385	0.632479
1.300197	0.611661	1.175804	0.634741
1.289428	0.614259	1.172004	0.635244
1.295752	0.614929	1.167909	0.637255
1.290915	0.616968	1.165444	0.637506
1.283813	0.619175	1.162073	0.640271
1.280211	0.620684	1.158219	0.642031
1.273871	0.618477	1.154844	0.643288
1.269976	0.620935	1.151358	0.645551
1.267652	0.622556	1.148645	0.648064
1.266958	0.625908	1.143833	0.649321
1.259892	0.624427	1.141332	0.651332
1.259029	0.627305	1.138313	0.653092
1.252841	0.627305	1.134982	0.652589
1.248931	0.628813	1.132372	0.655857
1.244021	0.630434	1.128251	0.655857
1.240607	0.632752	1.125749	0.657617
1.232765	0.634205	1.121950	0.657617
1.233010	0.633479	1.118688	0.659377
1.225989	0.635127	1.116320	0.659879
1.226397	0.636384	1.113924	0.663902
1.226503	0.638060	1.110325	0.664907
1.217262	0.635239	1.108443	0.664656
1.211652	0.641357	1.104934	0.665661
1.208930	0.640099	1.101476	0.666918
1.212590	0.641524	1.099493	0.667421
1.207761	0.643424	1.095767	0.667924
1.203357	0.643955	1.093898	0.668678
1.199890	0.645016	1.091132	0.670437
1.191022	0.646720	1.087577	0.667170
1.190273	0.645463	1.085104	0.671946
1.184648	0.648955	1.082184	0.672448
1.181301	0.650156	1.079088	0.671694
1.177355	0.653174	1.076731	0.674208
1.174293	0.653174	1.074378	0.673203
1.171096	0.652838	1.071620	0.672449
1.166928	0.653174	1.069773	0.673203
1.162663	0.655297	1.067762	0.674711
1.163394	0.653481	1.064222	0.674962
1.158331	0.655548	1.061705	0.672197
1.157082	0.657001	1.060036	0.672700
1.148193	0.659487	1.056819	0.675214
1.150666	0.658677	1.055336	0.676219
1.140723	0.659180	1.052947	0.676973
1.136256	0.664180	1.050727	0.673705
1.140179	0.661750	1.048176	0.675968
1.137724	0.662811	1.045869	0.676722
1.133679	0.661610	1.044486	0.678984
1.132474	0.663594	1.042117	0.677728
1.127136	0.664571	1.039549	0.677476
1.121412	0.665745	1.038463	0.678482
1.119489	0.668175	1.034979	0.677476
1.117453	0.667840	1.033257	0.677979
1.113869	0.666471	1.030972	0.678482
1.107836	0.670522	1.029002	0.678733
1.104930	0.672449	1.027222	0.679236
1.106104	0.672058	1.025459	0.679236
1.103697	0.671192	1.022740	0.679990
1.100359	0.674014	1.021064	0.677979
1.097929	0.673399	1.019249	0.679739
1.090402	0.675662	1.018274	0.680493
1.091486	0.674154	1.015093	0.679739
1.088747	0.675606	1.013431	0.680241
1.088065	0.676165	1.012260	0.680996
1.080323	0.678093	1.009860	0.680493
1.078195	0.679182	1.008689	0.681498
1.081424	0.678931	1.006529	0.680995
1.075484	0.678651	1.004366	0.680493
1.067603	0.682032	1.002518	0.681750
1.067757	0.680355	1.001551	0.679990
1.068040	0.681249	1.000607	0.682001
1.062021	0.681612	0.998783	0.682755
1.063145	0.682786	0.996876	0.682252
1.052846	0.684462	0.995604	0.682252
1.054758	0.685859	0.993924	0.683509
1.055049	0.685524	0.991756	0.680995
1.045306	0.687228	0.990644	0.683761
1.045487	0.689239	0.988418	0.685772
1.042744	0.688066	0.987298	0.685269
1.038658	0.689099	0.985520	0.684263
1.039324	0.688988	0.983995	0.685772
1.031777	0.692927	0.983082	0.687029
1.028126	0.690245	0.981409	0.687029
1.029737	0.688960	0.980846	0.689291
1.027221	0.690273	0.978097	0.687783
1.026644	0.691111	0.978832	0.684766
1.019193	0.695916	0.975009	0.688788
1.018714	0.696447	0.973351	0.686526
1.018975	0.692033	0.971928	0.688286
1.009119	0.696279	0.971884	0.687280
1.013342	0.696167	0.969872	0.689291
1.013015	0.696642	0.968296	0.689040
1.011743	0.695720	0.968162	0.688788
1.009734	0.696363	0.965972	0.690548
1.001340	0.699184	0.964594	0.692056
0.999939	0.698905	0.963261	0.693313
0.998791	0.700078	0.961761	0.694319
0.996461	0.699743	0.961023	0.692056
0.991859	0.699743	0.958959	0.692810
0.989297	0.702844	0.957875	0.694822
0.990495	0.701726	0.957768	0.698592
0.982164	0.704045	0.956435	0.694822
0.985675	0.702928	0.955201	0.696581
0.981981	0.704520	0.953626	0.694067
0.976730	0.706699	0.952081	0.695324
0.978579	0.707090	0.950770	0.695827
0.975170	0.706280	0.949389	0.700101
0.970731	0.706587	0.949720	0.693816
0.970449	0.706615	0.947781	0.699346
0.967822	0.708794	0.946202	0.698592
0.967445	0.709325	0.945717	0.698341
0.967535	0.709269	0.943904	0.699095
0.955015	0.711616	0.942816	0.699849
0.958372	0.710638	0.942855	0.700352
0.951093	0.711169	0.939831	0.701860
0.955094	0.712733	0.939785	0.702363
0.952261	0.711504	0.938823	0.701609
0.946698	0.712789	0.938177	0.700603
0.945568	0.715834	0.937097	0.702112
0.941975	0.714493	0.935961	0.701609
0.949865	0.712510	0.934294	0.705631
0.939992	0.715443	0.934488	0.705380
0.937358	0.717259	0.933433	0.707139
0.939415	0.715974	0.931753	0.705882
0.931280	0.716449	0.930398	0.707893
0.933979	0.717287	0.929726	0.706385
0.930889	0.718600	0.928871	0.708396
0.924407	0.720276	0.928052	0.706888
0.924380	0.719773	0.927296	0.705882
0.926220	0.720080	0.925704	0.706888
0.921739	0.723405	0.924290	0.708648
0.920126	0.720164	0.923786	0.707642
0.913534	0.720667	0.922711	0.710156
0.918097	0.722958	0.921137	0.709904
0.913671	0.725500	0.920813	0.713424
0.911156	0.724131	0.920041	0.709653
0.911971	0.721198	0.919023	0.709402
0.914735	0.723908	0.918952	0.708648
0.907882	0.723098	0.917557	0.707893
0.901704	0.723964	0.916488	0.711413
0.904546	0.727260	0.916110	0.712921
0.899963	0.727456	0.914954	0.715435
0.900034	0.727204	0.913337	0.712167
0.906728	0.726059	0.912372	0.713424
0.898085	0.726590	0.912712	0.714681
0.893672	0.727819	0.911117	0.716440
0.891183	0.728126	0.910398	0.715184
0.888102	0.730110	0.909451	0.715938
0.889338	0.730249	0.909311	0.712167
0.889239	0.728824	0.909032	0.719960
0.878968	0.734691	0.907520	0.718703
0.886181	0.731590	0.906464	0.714932
0.881872	0.732903	0.905752	0.711916
0.881273	0.731869	0.904560	0.717195
0.877048	0.733853	0.904592	0.715435
0.872430	0.734300	0.904120	0.717446
0.867209	0.735501	0.901940	0.719206
0.872425	0.736283	0.902271	0.715938
0.866900	0.737373	0.902150	0.716943
0.867692	0.734831	0.901594	0.721468
0.865865	0.737457	0.899780	0.721720
0.862091	0.735948	0.898781	0.721720
0.863914	0.738993	0.898813	0.718452
0.861327	0.737792	0.897781	0.723982
0.861245	0.736535	0.896959	0.721217
0.855765	0.739300	0.896038	0.721719
0.854565	0.739524	0.895243	0.723228
0.852873	0.740725	0.895456	0.720211
0.849774	0.742709	0.895012	0.724485
0.848833	0.743156	0.893586	0.723479
0.845561	0.742792	0.892634	0.725239
0.846528	0.743770	0.891702	0.724485
0.843390	0.743575	0.890911	0.725490
0.842437	0.744636	0.890669	0.727250
0.844951	0.744692	0.889986	0.726496
0.831176	0.747849	0.889551	0.727501
0.836462	0.746731	0.888468	0.727250
0.832845	0.747123	0.887195	0.727250
0.838225	0.745446	0.886247	0.726244
0.832449	0.748100	0.886300	0.727753
0.830105	0.747206	0.885233	0.728255
0.824738	0.749302	0.885723	0.727250
0.824168	0.749246	0.883749	0.727250
0.821418	0.749777	0.883651	0.726496
0.823718	0.750531	0.882631	0.729010
0.822137	0.751816	0.882332	0.730518
0.817841	0.752626	0.882404	0.729261
0.814181	0.752794	0.881757	0.730267
0.815893	0.753939	0.881782	0.729764
0.815435	0.752738	0.880163	0.732278
0.813263	0.753492	0.879525	0.731272
0.808718	0.754079	0.879164	0.729010
0.809264	0.756369	0.878584	0.730266
0.804639	0.756649	0.877368	0.731775
0.799409	0.756286	0.876870	0.731021
0.799711	0.756621	0.876813	0.732529
0.801281	0.756286	0.876164	0.731272
0.796302	0.759694	0.876314	0.731523
0.800138	0.755811	0.875630	0.733534
0.794449	0.757459	0.873706	0.730769
0.791612	0.758409	0.873510	0.730769
0.792267	0.759498	0.873263	0.732529
0.792134	0.758129	0.872537	0.731272
0.788875	0.759275	0.871941	0.731272
0.788305	0.759442	0.872280	0.731021
0.788504	0.761845	0.871954	0.734037
0.785089	0.760560	0.870925	0.733032
0.784968	0.759889	0.870497	0.735797
0.781930	0.762487	0.869888	0.734037
0.779224	0.763884	0.869513	0.733534
0.779172	0.763884	0.869538	0.735797
0.773468	0.763493	0.868311	0.736802
0.778401	0.765784	0.867728	0.734540
0.769773	0.765728	0.867503	0.733032
0.770121	0.766538	0.868224	0.734791
0.769068	0.766594	0.867276	0.733786
0.768546	0.764806	0.865856	0.735797
0.763709	0.767628	0.865602	0.734037
0.761071	0.768745	0.864956	0.736551
0.759712	0.768941	0.864594	0.735797
0.764013	0.767237	0.863721	0.736551
0.760372	0.767795	0.863311	0.734540
0.757559	0.772516	0.862399	0.736802
0.751133	0.769611	0.862333	0.737305
0.756765	0.771259	0.862018	0.738311
0.753629	0.773355	0.862180	0.738813
0.751358	0.771567	0.860847	0.738562
0.744273	0.772349	0.861226	0.739568
0.750003	0.774332	0.859489	0.739316
0.747488	0.774500	0.858865	0.739065
0.745279	0.774360	0.859176	0.740070
0.743443	0.773578	0.858743	0.739568
0.749389	0.773327	0.857874	0.740322
0.744106	0.774612	0.857987	0.740825
0.737066	0.775813	0.857543	0.742081
0.740152	0.773913	0.856572	0.740825
0.736327	0.777070	0.857032	0.738059
0.734906	0.777238	0.856775	0.739065
0.733521	0.776958	0.856440	0.741830
0.732682	0.776735	0.855672	0.740825
0.733248	0.776288	0.856171	0.740573
0.726374	0.780003	0.855012	0.741327
